fun_score,id_suggest,noun,adjective,context,shatter
79,gag_centrifuge_toy,centrifuge toy,gag,wrapped in newspaper,maybe
79,gag_conga,conga,gag,with instructions missing page 2,maybe
79,gag_cuckoo_nest_empty,cuckoo nest empty,gag,with a dead battery,maybe
79,gag_die_cut_machine,die cut machine,gag,with a receipt,maybe
79,gag_ketchup_pump,ketchup pump,gag,with a note,maybe
79,gag_kinetic_sand,kinetic sand,gag,with a dead battery,maybe
79,gag_mahjong_set,mahjong set,gag,with mouse droppings,maybe
79,gag_marquee_letter,marquee letter,gag,with instructions missing page 2,maybe
79,gag_menu_diner,menu diner,gag,opened once,maybe
79,gag_paper_fortune,paper fortune,gag,with a receipt,maybe
79,gag_room_number_plate,room number plate,gag,taped shut,maybe
79,gag_shuriken_set,shuriken set,gag,with the wrong remote,maybe
79,gag_uv_sterilizer,UV sterilizer,gag,with the wrong remote,maybe
79,haunted_algae_scraper,algae scraper,haunted,wrapped in newspaper,maybe
79,haunted_backdrop_roll,backdrop roll,haunted,labeled FREE,maybe
79,haunted_bark_collar,bark collar,haunted,smelling of smoke,maybe
79,haunted_bubble_machine,bubble machine,haunted,smelling of smoke,maybe
79,haunted_cb_radio,CB radio,haunted,with no power cord,maybe
79,haunted_cheese_board,cheese board,haunted,from a fire sale,maybe
79,haunted_cologne_splash,cologne splash,haunted,glued shut,maybe
79,haunted_easel_collapsible,easel collapsible,haunted,labeled FREE,maybe
79,haunted_hope_chest,hope chest,haunted,won at carnival,maybe
79,haunted_hotel_key_board,hotel key board,haunted,padlocked,maybe
79,haunted_nebulizer,nebulizer,haunted,smelling of smoke,maybe
79,haunted_overhead_projector,overhead projector,haunted,with the wrong remote,maybe
79,haunted_pet_stroller,pet stroller,haunted,full of sand,maybe
79,haunted_police_scanner,police scanner,haunted,labeled MOM,maybe
79,haunted_robot_vacuum_dead,robot vacuum dead,haunted,won at carnival,maybe
79,haunted_sewing_basket,sewing basket,haunted,with mouse droppings,maybe
79,haunted_teleprompter_diy,teleprompter DIY,haunted,from a flood,maybe
79,haunted_toy_chest,toy chest,haunted,in a trash bag,maybe
79,haunted_triangle_music,triangle music,haunted,taped shut,maybe
79,haunted_tweezers_gold,tweezers gold,haunted,with a dead battery,maybe
79,haunted_utensil_set_kids,utensil set kids,haunted,zip-tied,maybe
79,haunted_veil_boxed,veil boxed,haunted,opened once,maybe
79,haunted_visitor_badge_gun,visitor badge gun,haunted,labeled DO NOT SELL,maybe
79,haunted_weather_house,weather house,haunted,taped shut,maybe
79,haunted_wedding_dress_boxed,wedding dress boxed,haunted,won at carnival,maybe
79,haunted_welding_mask,welding mask,haunted,with a dead battery,maybe
78,evidence_alphabet_blocks,alphabet blocks,evidence,labeled MOM,maybe
78,evidence_apothecary_jar,apothecary jar,evidence,smelling of perfume,maybe
78,evidence_baby_monitor_crt,baby monitor CRT,evidence,with the wrong remote,maybe
78,evidence_car_seat_pet,car seat pet,evidence,full of coins,maybe
78,evidence_conditioner_gallon,conditioner gallon,evidence,in a trash bag,maybe
78,evidence_cricket_keeper,cricket keeper,evidence,with a receipt,maybe
78,evidence_cross_stitch_kit,cross stitch kit,evidence,opened once,maybe
78,evidence_feather_wand,feather wand,evidence,with a receipt,maybe
78,evidence_glaze_bottles,glaze bottles,evidence,with the wrong remote,maybe
78,evidence_index_cards_recipes,index cards recipes,evidence,padlocked,maybe
78,evidence_jumper_cables,jumper cables,evidence,opened once,maybe
78,evidence_key_cabinet,key cabinet,evidence,in a trash bag,maybe
78,evidence_pressing_cloth,pressing cloth,evidence,with instructions missing page 2,maybe
78,evidence_punching_bag,punching bag,evidence,smelling of smoke,maybe
78,evidence_soil_tester,soil tester,evidence,with a note,maybe
78,evidence_stopwatch,stopwatch,evidence,from a flood,maybe
78,evidence_ukulele,ukulele,evidence,from a flood,maybe
78,gag_aquarium_filter,aquarium filter,gag,with a photo,yes
78,gag_bassinet,bassinet,gag,glued shut,maybe
78,gag_butter_dish,butter dish,gag,with mouse droppings,maybe
78,gag_cup_athletic,cup athletic,gag,labeled MOM,maybe
78,gag_cymbal_cracked,cymbal cracked,gag,with mouse droppings,maybe
78,gag_fax_machine,fax machine,gag,full of rice,maybe
78,gag_flight_harness,flight harness,gag,padlocked,maybe
78,gag_grenade_paperweight,grenade paperweight,gag,opened once,maybe
78,gag_shot_glass_set,shot glass set,gag,won at carnival,yes
78,gag_window_perch,window perch,gag,with the wrong remote,maybe
78,haunted_baby_food_jars,baby food jars,haunted,from a fire sale,maybe
78,haunted_breast_pump,breast pump,haunted,never opened,maybe
78,haunted_canteen_army,canteen army,haunted,with no power cord,maybe
78,haunted_checkers_set,checkers set,haunted,from a flood,maybe
78,haunted_coffee_maker,coffee maker,haunted,with no power cord,maybe
78,haunted_cowbell,cowbell,haunted,padlocked,maybe
78,haunted_lathe_mini,lathe mini,haunted,with a receipt,maybe
78,haunted_luggage_strap,luggage strap,haunted,labeled FREE,maybe
78,haunted_placemat_set,placemat set,haunted,full of coins,maybe
78,haunted_pressure_cooker,pressure cooker,haunted,never opened,maybe
78,haunted_quilt_unfinished,quilt unfinished,haunted,with a dead battery,maybe
78,haunted_rattle_keys,rattle keys,haunted,taped shut,maybe
78,haunted_rolling_pin,rolling pin,haunted,full of rice,maybe
78,haunted_rubber_duck_army,rubber duck army,haunted,full of coins,maybe
78,haunted_saxophone_dented,saxophone dented,haunted,never opened,maybe
78,haunted_seltzer_bottle,seltzer bottle,haunted,zip-tied,maybe
78,haunted_shoe_polish_kit,shoe polish kit,haunted,glued shut,maybe
78,haunted_stadium_seat,stadium seat,haunted,with a note,maybe
78,haunted_world_time_clock,world time clock,haunted,never opened,maybe
78,school_snow_globe,snow globe,school,wrapped in newspaper,yes
77,evidence_baby_shoes_bronze,baby shoes bronze,evidence,padlocked,maybe
77,evidence_betamax_stack,Betamax stack,evidence,full of rice,maybe
77,evidence_dot_matrix,dot matrix,evidence,padlocked,maybe
77,evidence_dreamcatcher,dreamcatcher,evidence,with no power cord,maybe
77,evidence_gag_teeth,gag teeth,evidence,with a dead battery,maybe
77,evidence_mantel_clock,mantel clock,evidence,with a photo,maybe
77,evidence_mixing_board,mixing board,evidence,with a receipt,maybe
77,evidence_origami_paper,origami paper,evidence,never opened,maybe
77,evidence_resistance_bands,resistance bands,evidence,taped shut,maybe
77,evidence_sling_wrap,sling wrap,evidence,smelling of perfume,maybe
77,evidence_spice_rack_full,spice rack full,evidence,from a flood,maybe
77,evidence_trophy_spelling,trophy spelling,evidence,in a trash bag,maybe
77,evidence_trunk_steamer,trunk steamer,evidence,opened once,maybe
77,gag_ammo_can_empty,ammo can empty,gag,labeled MOM,maybe
77,gag_arcade_stick,arcade stick,gag,labeled FREE,maybe
77,gag_bodycam_fake,bodycam fake,gag,opened once,maybe
77,gag_chess_set_ivory_fake,chess set ivory fake,gag,zip-tied,maybe
77,gag_coffee_grinder,coffee grinder,gag,in a trash bag,maybe
77,gag_eyelash_curler,eyelash curler,gag,smelling of perfume,maybe
77,gag_golf_club_set,golf club set,gag,smelling of smoke,maybe
77,gag_ice_bag_rubber,ice bag rubber,gag,padlocked,maybe
77,gag_itching_powder,itching powder,gag,with a photo,maybe
77,gag_iv_stand,IV stand,gag,with a photo,maybe
77,gag_kalimba,kalimba,gag,full of rice,maybe
77,gag_locksmith_picks_set,locksmith picks set,gag,with the wrong remote,maybe
77,gag_maracas,maracas,gag,full of coins,maybe
77,gag_night_vision_goggles,night vision goggles,gag,labeled MOM,maybe
77,gag_pallet_jack_toy,pallet jack toy,gag,full of sand,maybe
77,gag_pet_stairs,pet stairs,gag,labeled MOM,maybe
77,gag_retainer_case,retainer case,gag,with no power cord,maybe
77,gag_rubber_stamp_set,rubber stamp set,gag,with mouse droppings,maybe
77,gag_security_camera_dummy,security camera dummy,gag,from a flood,maybe
77,gag_starch_spray,starch spray,gag,with a dead battery,maybe
77,gag_tow_strap,tow strap,gag,with no power cord,maybe
77,gag_ultrasound_photo,ultrasound photo,gag,with a dead battery,maybe
77,haunted_afghan_granny,afghan granny,haunted,with mouse droppings,maybe
77,haunted_badge_replica,badge replica,haunted,labeled MOM,maybe
77,haunted_cape_velvet,cape velvet,haunted,full of sand,maybe
77,haunted_chicken_feeder,chicken feeder,haunted,labeled DO NOT SELL,maybe
77,haunted_coral_frag_rack,coral frag rack,haunted,with no power cord,maybe
77,haunted_crochet_hook_set,crochet hook set,haunted,won at carnival,maybe
77,haunted_equalizer_rack,equalizer rack,haunted,with the wrong remote,maybe
77,haunted_fish_mount,fish mount,haunted,zip-tied,maybe
77,haunted_guitar_pedalboard,guitar pedalboard,haunted,with a photo,maybe
77,haunted_hamper_laundry,hamper laundry,haunted,opened once,maybe
77,haunted_hand_truck,hand truck,haunted,with a dead battery,maybe
77,haunted_incense_burner,incense burner,haunted,full of rice,maybe
77,haunted_sand_timer_giant,sand timer giant,haunted,from a fire sale,maybe
77,haunted_snake_drain,snake drain,haunted,full of coins,maybe
77,haunted_stretcher_fold,stretcher fold,haunted,labeled DO NOT SELL,maybe
77,haunted_test_kit_water,test kit water,haunted,full of sand,maybe
77,haunted_thermometer_ear,thermometer ear,haunted,labeled DO NOT SELL,maybe
77,haunted_thermos_giant,thermos giant,haunted,padlocked,maybe
77,haunted_ultrasonic_pest,ultrasonic pest,haunted,with a receipt,maybe
77,haunted_zip_drive,ZIP drive,haunted,zip-tied,maybe
77,lab_pinball_backglass,pinball backglass,lab,won at casino,yes
76,evidence_arcade_stick,arcade stick,evidence,with a receipt,maybe
76,evidence_blackjack_table_toy,blackjack table toy,evidence,with a receipt,maybe
76,evidence_cheese_board,cheese board,evidence,padlocked,maybe
76,evidence_copy_machine_panel,copy machine panel,evidence,taped shut,maybe
76,evidence_gravel_vacuum,gravel vacuum,evidence,with a note,maybe
76,evidence_intercom_handset,intercom handset,evidence,won at carnival,maybe
76,evidence_katana_display,katana display,evidence,full of sand,maybe
76,evidence_kendama,kendama,evidence,labeled MOM,maybe
76,evidence_macrame_plant,macrame plant,evidence,from a fire sale,maybe
76,evidence_moon_sand,moon sand,evidence,with a photo,maybe
76,evidence_music_box_ballerina,music box ballerina,evidence,full of sand,maybe
76,evidence_nutrient_bottles,nutrient bottles,evidence,with a dead battery,maybe
76,evidence_place_card_holder,place card holder,evidence,never opened,maybe
76,evidence_putty_thinking,putty thinking,evidence,padlocked,maybe
76,evidence_shark_tooth_jar,shark tooth jar,evidence,from a flood,maybe
76,evidence_test_tube_rack,test tube rack,evidence,from a fire sale,maybe
76,gag_badminton_set,badminton set,gag,from a flood,maybe
76,gag_bocce_ball,bocce ball,gag,labeled DO NOT SELL,maybe
76,gag_check_writer,check writer,gag,labeled FREE,maybe
76,gag_cpap_machine,CPAP machine,gag,from a fire sale,maybe
76,gag_flea_bomb_empty,flea bomb empty,gag,with no power cord,maybe
76,gag_lanyard_bin,lanyard bin,gag,never opened,maybe
76,gag_metal_detector_sand,metal detector sand,gag,padlocked,maybe
76,gag_model_rocket,model rocket,gag,with a photo,maybe
76,gag_night_light_moon,night light moon,gag,with mouse droppings,maybe
76,gag_prank_call_book,prank call book,gag,with the wrong remote,maybe
76,gag_roomba_shell,roomba shell,gag,glued shut,maybe
76,gag_rope_toy_frayed,rope toy frayed,gag,with instructions missing page 2,maybe
76,gag_spyglass_brass,spyglass brass,gag,with instructions missing page 2,yes
76,gag_tanning_lamp,tanning lamp,gag,with a photo,yes
76,gag_vinyl_record,vinyl record,gag,won at carnival,maybe
76,haunted_bird_swing,bird swing,haunted,labeled DO NOT SELL,maybe
76,haunted_bottle_ship_broken,bottle ship broken,haunted,smelling of smoke,maybe
76,haunted_disco_ball_mini,disco ball mini,haunted,with a dead battery,maybe
76,haunted_electric_toothbrush,electric toothbrush,haunted,glued shut,maybe
76,haunted_headrest_cover_stack,headrest cover stack,haunted,with instructions missing page 2,maybe
76,haunted_juicer,juicer,haunted,never opened,maybe
76,haunted_minidisc_player,MiniDisc player,haunted,taped shut,maybe
76,haunted_pill_bottle_empty,pill bottle empty,haunted,full of rice,maybe
76,haunted_protractor_set,protractor set,haunted,from a flood,maybe
76,haunted_soaker_hose,soaker hose,haunted,with a note,maybe
76,haunted_spinner_fidget_giant,spinner fidget giant,haunted,opened once,maybe
76,haunted_straw_dispenser,straw dispenser,haunted,never opened,maybe
76,haunted_tire_iron,tire iron,haunted,wrapped in newspaper,maybe
76,haunted_turtle_shell,turtle shell,haunted,with mouse droppings,maybe
76,school_aquarium,aquarium,school,labeled DO NOT SELL,yes
75,evidence_action_figure_mint,action figure mint,evidence,zip-tied,maybe
75,evidence_circular_saw,circular saw,evidence,with a note,maybe
75,evidence_cookie_cutter_tin,cookie cutter tin,evidence,with no power cord,maybe
75,evidence_crystal_ball,crystal ball,evidence,full of sand,yes
75,evidence_diploma_blank,diploma blank,evidence,with a note,maybe
75,evidence_drop_spindle,drop spindle,evidence,with mouse droppings,maybe
75,evidence_eye_mask_sleep,eye mask sleep,evidence,full of coins,maybe
75,evidence_film_reel,film reel,evidence,with a receipt,maybe
75,evidence_flippers,flippers,evidence,labeled FREE,maybe
75,evidence_footlocker_camp,footlocker camp,evidence,from a fire sale,maybe
75,evidence_geiger_counter,Geiger counter,evidence,from a flood,maybe
75,evidence_geode_half,geode half,evidence,never opened,maybe
75,evidence_harness_dog,harness dog,evidence,smelling of smoke,maybe
75,evidence_hive_frame,hive frame,evidence,labeled FREE,maybe
75,evidence_hose_reel,hose reel,evidence,labeled FREE,maybe
75,evidence_humidifier_fish,humidifier fish,evidence,full of rice,maybe
75,evidence_ledger_book,ledger book,evidence,with no power cord,maybe
75,evidence_lint_roller_pack,lint roller pack,evidence,with a photo,maybe
75,evidence_maracas,maracas,evidence,wrapped in newspaper,maybe
75,evidence_mouthguard_sports,mouthguard sports,evidence,with mouse droppings,maybe
75,evidence_ratchet_strap_pack,ratchet strap pack,evidence,with mouse droppings,maybe
75,evidence_sandcastle_mold,sandcastle mold,evidence,wrapped in newspaper,maybe
75,evidence_signal_mirror,signal mirror,evidence,with a dead battery,maybe
75,evidence_sterilizer,sterilizer,evidence,from a flood,maybe
75,evidence_stroller_fold,stroller fold,evidence,with no power cord,maybe
75,evidence_wedding_dress_boxed,wedding dress boxed,evidence,zip-tied,maybe
75,gag_bread_machine,bread machine,gag,with instructions missing page 2,maybe
75,gag_clarinet,clarinet,gag,with a note,maybe
75,gag_crt_green_terminal,CRT green terminal,gag,in a trash bag,maybe
75,gag_dat_tape,DAT tape,gag,smelling of smoke,maybe
75,gag_egg_candler,egg candler,gag,taped shut,maybe
75,gag_elbow_pads,elbow pads,gag,from a fire sale,maybe
75,gag_fake_vomit,fake vomit,gag,taped shut,maybe
75,gag_flare_gun_prop,flare gun prop,gag,with the wrong remote,maybe
75,gag_floppy_box,floppy box,gag,with a dead battery,maybe
75,gag_magic_8_ball,magic 8 ball,gag,glued shut,maybe
75,gag_muffin_tin,muffin tin,gag,full of coins,maybe
75,gag_nail_kit,nail kit,gag,full of sand,maybe
75,gag_opera_glasses,opera glasses,gag,opened once,yes
75,gag_popcorn_machine,popcorn machine,gag,full of coins,maybe
75,gag_recipe_box,recipe box,gag,in a trash bag,maybe
75,gag_scale_weighing_pets,scale weighing pets,gag,with the wrong remote,maybe
75,gag_scratching_post,scratching post,gag,full of rice,maybe
75,gag_slug_pellets,slug pellets,gag,smelling of perfume,maybe
75,gag_sumi_kit,sumi kit,gag,glued shut,maybe
75,gag_tuxedo_bag,tuxedo bag,gag,wrapped in newspaper,maybe
75,gag_xylophone_kids,xylophone kids,gag,labeled FREE,maybe
75,haunted_ab_roller,ab roller,haunted,with a receipt,maybe
75,haunted_action_figure_mint,action figure mint,haunted,won at carnival,maybe
75,haunted_anvil_mini,anvil mini,haunted,full of sand,maybe
75,haunted_batting_roll,batting roll,haunted,with a note,maybe
75,haunted_deer_antler,deer antler,haunted,with a note,maybe
75,haunted_garden_hose_kinked,garden hose kinked,haunted,with a dead battery,maybe
75,haunted_hand_mixer,hand mixer,haunted,zip-tied,maybe
75,haunted_ink_stone,ink stone,haunted,won at carnival,maybe
75,haunted_massage_chair_pad,massage chair pad,haunted,with a note,maybe
75,haunted_pacifier_collection,pacifier collection,haunted,zip-tied,maybe
75,haunted_passport_stamp_kit,passport stamp kit,haunted,zip-tied,maybe
75,haunted_potty_chair,potty chair,haunted,with instructions missing page 2,maybe
75,haunted_pressing_cloth,pressing cloth,haunted,with a note,maybe
75,haunted_salt_pepper_set,salt pepper set,haunted,zip-tied,maybe
75,haunted_seed_vault,seed vault,haunted,with no power cord,maybe
75,haunted_sling_wrap,sling wrap,haunted,with the wrong remote,maybe
75,haunted_slot_car_track,slot car track,haunted,glued shut,maybe
74,burnt_boutonniere_dried,boutonniere dried,burnt,full of glitter,maybe
74,burnt_desk_bell,desk bell,burnt,labeled EVIDENCE,maybe
74,burnt_flea_bomb_empty,flea bomb empty,burnt,from a divorce,maybe
74,burnt_garter,garter,burnt,smelling of fish,maybe
74,burnt_gramophone,gramophone,burnt,full of sand,maybe
74,burnt_military_uniform,military uniform,burnt,from a divorce,maybe
74,burnt_router_wood,router wood,burnt,won at casino,maybe
74,burnt_soil_tester,soil tester,burnt,welded shut,maybe
74,burnt_stopwatch,stopwatch,burnt,smelling of fish,maybe
74,dedicated_ab_roller,ab roller,dedicated,welded shut,maybe
74,dedicated_coral_frag_rack,coral frag rack,dedicated,in a sock,maybe
